Age,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_EMI,Num_Credit_Cards,Late_Payments,Collateral_Available,Loan_Purpose,DTI_Ratio,Approved
21,44826,382,397220,60,Salaried,1378,7,3,No,Education,0.03074108776156695,0
25,120734,725,874834,60,Salaried,17632,7,4,Yes,Auto,0.14604005499693543,0
50,177702,574,763087,36,Salaried,28311,6,1,Yes,Personal,0.15931728399230172,0
50,197235,583,88578,36,Salaried,5650,7,4,Yes,Auto,0.02864603138388217,0
37,118511,472,664741,60,Self-employed,45201,2,0,No,Home,0.38140763304672143,0
43,31653,626,465534,36,Salaried,42224,1,2,No,Personal,1.333965184974568,0
35,179033,362,912147,24,Salaried,7036,6,3,Yes,Education,0.03930001731524356,0
57,101941,372,258859,36,Self-employed,39255,7,4,No,Auto,0.3850756810311847,0
41,53662,674,161435,36,Self-employed,22499,0,3,No,Auto,0.41927248332153105,0
34,118818,807,790389,60,Salaried,37016,9,4,No,Personal,0.31153528926593616,0
22,172360,697,201538,12,Self-employed,4603,8,0,Yes,Personal,0.026705732188442795,1
31,115081,419,932174,12,Salaried,27773,3,1,No,Education,0.24133436449109757,0
59,56877,736,95475,12,Self-employed,19937,3,3,No,Education,0.35052833306960635,0
58,131562,764,896574,24,Salaried,12632,2,3,Yes,Home,0.09601556680500449,0
54,166385,585,790520,36,Salaried,30607,5,1,No,Education,0.18395288036782162,0
58,92715,564,207636,12,Salaried,26337,0,3,Yes,Auto,0.2840640673030254,0
54,161398,619,203484,60,Salaried,220,5,3,No,Home,0.0013630900011152554,0
38,130091,675,143526,12,Salaried,46994,1,4,No,Home,0.36123944008424874,0
50,152632,388,101001,12,Self-employed,4818,8,4,No,Home,0.031566119817600505,0
35,99148,502,894081,36,Salaried,7349,1,1,No,Personal,0.07412151531044499,0
47,103186,633,242029,36,Salaried,5618,6,0,No,Education,0.05444537049599752,0
54,177817,521,478733,36,Salaried,27464,0,3,No,Home,0.15445092426483406,0
58,182962,340,718516,24,Salaried,42624,6,0,Yes,Personal,0.232966408325226,0
53,171094,367,990568,24,Salaried,37344,4,1,No,Personal,0.21826598244240009,0
44,143629,813,599999,12,Self-employed,18255,7,1,No,Home,0.12709828795020503,0
35,90316,426,604394,36,Self-employed,24299,3,4,No,Home,0.26904424465211035,0
50,48380,554,901890,12,Salaried,47975,9,3,Yes,Auto,0.9916287722199256,0
37,130198,315,984093,60,Self-employed,1462,6,2,Yes,Home,0.011229051137498272,0
25,22356,776,532488,60,Salaried,15905,5,1,Yes,Auto,0.7114421184469494,0
49,90326,361,442573,36,Self-employed,24920,4,3,No,Home,0.2758895556096805,0
24,112447,731,267583,36,Self-employed,16252,3,0,No,Home,0.14453031205812517,1
30,134994,567,413898,60,Salaried,41004,6,4,Yes,Education,0.30374683319258633,0
37,40049,334,188286,36,Self-employed,40581,4,0,Yes,Home,1.0132837274338935,0
30,125361,793,277189,24,Self-employed,34836,4,1,Yes,Home,0.2778854667719626,0
37,36082,768,176479,24,Salaried,5753,0,1,No,Auto,0.15944238124272492,0
40,20661,624,470343,36,Salaried,40005,1,0,Yes,Auto,1.9362567155510382,0
44,188484,603,186213,60,Self-employed,14175,4,1,No,Education,0.07520532246768956,0
25,22920,575,603172,12,Self-employed,6191,2,3,No,Home,0.27011343804537524,0
54,99561,500,314852,36,Self-employed,17898,1,1,No,Home,0.17976918672974357,0
26,28946,744,854807,36,Salaried,18982,3,4,Yes,Auto,0.655772818351413,0
22,196572,623,589376,12,Self-employed,14622,3,3,No,Personal,0.0743849581832611,0
33,36309,334,369759,36,Self-employed,1001,3,2,Yes,Personal,0.02756892230576441,0
31,75230,781,422282,12,Self-employed,47645,3,1,Yes,Personal,0.6333244716203642,0
43,131822,779,750406,60,Salaried,43000,2,1,Yes,Auto,0.3261974480739179,0
36,181099,364,322158,24,Salaried,23283,6,4,Yes,Auto,0.1285650390118112,0
51,132340,307,769785,60,Salaried,21435,8,4,No,Personal,0.16196917031887562,0
31,79321,600,446489,24,Salaried,27223,4,0,No,Personal,0.3432004135096633,0
36,152028,642,752495,12,Self-employed,37244,3,0,No,Home,0.24498118767595442,0
28,94131,730,414986,24,Salaried,30024,1,0,No,Auto,0.31895974758581125,1
24,198980,723,998385,60,Self-employed,49630,1,4,Yes,Auto,0.24942205246758467,0
24,45963,631,540238,24,Self-employed,30734,4,0,Yes,Personal,0.6686682766573113,0
45,121757,737,128077,12,Self-employed,515,6,0,Yes,Personal,0.004229736277996337,1
23,190515,473,189784,24,Self-employed,45246,9,2,Yes,Education,0.23749311077867885,0
52,119259,826,255776,36,Salaried,1191,9,0,No,Auto,0.009986667672880034,1
23,59063,325,365018,60,Salaried,32264,8,1,Yes,Education,0.5462641586102975,0
47,134225,705,119087,36,Salaried,43628,6,4,No,Home,0.3250363196125908,0
49,136400,531,848729,12,Salaried,46216,4,3,Yes,Education,0.33882697947214074,0
52,100818,832,814629,24,Salaried,6297,9,2,Yes,Personal,0.06245908468725823,0
39,24703,849,863560,36,Self-employed,27856,9,4,Yes,Auto,1.1276363194753674,0
41,92099,804,642656,36,Salaried,49423,9,4,Yes,Auto,0.5366290622048013,0
25,176921,478,793859,24,Salaried,8334,5,1,No,Education,0.04710577037208698,0
38,182932,431,391102,24,Salaried,24162,2,0,No,Education,0.13208186648590733,0
48,51585,754,345064,60,Salaried,6008,4,1,No,Home,0.11646796549384511,0
42,173087,647,301514,36,Self-employed,7987,7,0,No,Home,0.04614442448017471,0
41,63585,839,978660,36,Self-employed,30966,0,0,Yes,Personal,0.48700165133286155,0
26,46958,705,192180,12,Self-employed,3332,0,4,Yes,Personal,0.0709570254269773,0
21,46017,375,999349,60,Self-employed,787,6,0,No,Personal,0.017102375209161833,0
25,144677,791,970304,12,Self-employed,38990,4,2,No,Education,0.2694968792551684,0
32,196422,493,834192,36,Salaried,9873,4,2,Yes,Education,0.05026422702141308,0
46,163273,461,485928,12,Self-employed,17006,0,2,Yes,Auto,0.10415684160883919,0
54,49426,646,970114,36,Self-employed,20225,8,4,No,Personal,0.4091975883138429,0
34,37778,660,651891,36,Self-employed,36444,0,1,No,Education,0.9646884430091588,0
46,196313,386,83872,12,Salaried,35340,4,3,No,Auto,0.18001864369654583,0
47,62229,561,322872,12,Salaried,39683,9,0,Yes,Personal,0.6376930370084687,0
29,106652,513,407246,24,Self-employed,5033,8,3,No,Home,0.047190863743764765,0
46,148267,561,538535,24,Salaried,7788,3,1,No,Home,0.05252686032630322,0
42,199436,582,434193,24,Salaried,15689,7,1,No,Education,0.07866684049018231,0
50,146503,766,857015,36,Self-employed,44220,5,4,No,Auto,0.3018368224541477,0
37,104878,679,135774,12,Salaried,21598,2,2,No,Home,0.20593451438814622,0
46,77056,661,974767,60,Salaried,37480,3,2,Yes,Auto,0.48639950166112955,0
56,178562,748,438518,36,Salaried,29703,1,1,No,Auto,0.16634558304678487,0
21,39975,740,248522,60,Self-employed,66,0,4,Yes,Home,0.001651031894934334,0
28,177795,392,270357,12,Self-employed,48623,7,4,No,Auto,0.2734778818301977,0
55,174351,723,462672,36,Self-employed,45246,0,0,No,Home,0.25951098645835124,1
35,162633,441,927550,60,Salaried,7533,0,2,No,Education,0.046319012746490563,0
42,108397,590,115942,60,Self-employed,15103,3,1,Yes,Personal,0.13933042427373452,0
34,53142,731,587977,24,Salaried,4616,9,3,Yes,Personal,0.08686161604757066,0
46,46916,348,607564,24,Salaried,46045,9,2,Yes,Education,0.9814349049364822,0
48,84324,601,559565,24,Salaried,38498,5,0,No,Home,0.4565485508277596,0
43,196037,489,572552,36,Self-employed,43492,8,4,No,Home,0.2218560781893214,0
34,145932,435,676256,12,Self-employed,11772,0,1,Yes,Home,0.080667708247677,0
44,155720,703,463089,12,Self-employed,23849,6,2,Yes,Home,0.15315309529925508,0
22,186205,640,849482,24,Self-employed,49036,9,3,No,Education,0.26334416369055613,0
46,116059,617,640504,24,Salaried,12940,4,0,Yes,Personal,0.11149501546627147,0
34,118317,662,789804,24,Self-employed,16932,7,0,No,Auto,0.14310707675143894,1
27,55046,681,396184,60,Salaried,29769,6,2,Yes,Auto,0.540802238128111,0
23,198136,532,595932,24,Self-employed,24648,3,3,Yes,Personal,0.12439940243065369,0
43,121459,643,112021,60,Self-employed,47411,3,0,Yes,Education,0.3903457133682971,0
38,65893,848,742485,12,Self-employed,32966,5,1,No,Auto,0.5002959343177575,0
58,121520,828,510115,36,Salaried,27777,5,0,No,Personal,0.22857965766951943,1
55,145818,482,92291,36,Salaried,32567,8,3,Yes,Education,0.22334005403996762,0
35,81272,340,478276,36,Salaried,49723,4,4,No,Auto,0.61180972536667,0
45,87649,696,444754,36,Salaried,17174,7,4,No,Home,0.19594062681833221,0
57,84674,793,353664,60,Salaried,42598,4,2,No,Home,0.5030824101849446,0
48,164832,632,75675,60,Self-employed,13798,1,3,No,Education,0.08370947388856533,0
30,172999,426,723647,24,Salaried,17558,5,0,Yes,Home,0.10149191613824357,0
59,106475,300,312318,60,Salaried,44237,8,0,No,Education,0.4154684198168584,0
37,81367,467,142268,24,Salaried,178,2,4,No,Personal,0.0021876190593238046,0
59,163660,318,347142,24,Salaried,20470,0,4,Yes,Personal,0.12507637785653183,0
42,141750,631,758672,36,Self-employed,17118,0,1,No,Auto,0.12076190476190476,0
46,138154,755,979616,60,Salaried,22616,2,4,No,Education,0.1637013767245248,0
45,64738,408,679698,60,Self-employed,798,9,1,No,Auto,0.012326608792363063,0
37,53397,567,387369,24,Self-employed,7601,4,0,Yes,Auto,0.14234882109481806,0
33,102189,744,881246,24,Self-employed,25363,2,1,Yes,Personal,0.2481969683625439,0
40,96367,539,397235,12,Salaried,2795,8,1,No,Auto,0.029003704587670053,0
45,140585,600,362863,12,Self-employed,31926,7,2,No,Home,0.2270939289397873,0
24,96619,402,179887,24,Salaried,45264,2,4,Yes,Auto,0.46847928461275734,0
30,131453,549,346063,12,Salaried,37356,8,1,Yes,Education,0.2841776148128989,0
23,39816,752,385299,12,Salaried,7297,5,0,Yes,Home,0.18326803295157726,1
38,193312,819,383713,24,Salaried,3084,6,3,No,Personal,0.01595348452243006,0
56,157348,452,877760,24,Salaried,30329,3,1,No,Education,0.19275109947377786,0
42,99530,473,251554,60,Self-employed,11110,3,4,Yes,Home,0.11162463578820456,0
54,174571,642,861050,24,Self-employed,731,1,2,No,Education,0.00418740798872665,0
28,128856,730,608963,24,Salaried,1129,4,0,No,Home,0.00876171850748122,1
39,91635,623,545010,36,Self-employed,28022,7,2,No,Education,0.3058001855186337,0
57,127803,719,855351,60,Salaried,1605,6,3,No,Education,0.012558390648106852,0
26,55946,784,840605,60,Self-employed,11970,6,1,No,Home,0.21395631501805312,0
46,75204,711,421513,60,Self-employed,43705,5,1,No,Personal,0.5811525982660497,0
54,35563,383,862832,36,Self-employed,44130,2,4,No,Personal,1.2408964373084386,0
26,112324,412,231517,24,Self-employed,29265,4,1,Yes,Education,0.26054093515188204,0
57,29847,631,120305,60,Self-employed,32330,0,0,Yes,Education,1.0831909404630282,0
53,46155,677,742924,60,Salaried,2933,6,3,Yes,Personal,0.06354674466471671,0
42,99671,340,489030,12,Salaried,15187,8,2,Yes,Personal,0.15237130158220547,0
41,136891,404,522963,60,Self-employed,25791,0,3,Yes,Auto,0.18840537361842635,0
26,103310,501,663079,24,Salaried,24900,1,1,Yes,Personal,0.24102216629561513,0
26,169381,749,209034,24,Self-employed,5074,2,2,Yes,Education,0.029956134395239135,0
24,151691,565,528108,12,Salaried,46805,2,4,Yes,Home,0.30855489119328106,0
50,54707,509,644821,60,Self-employed,26426,7,3,Yes,Personal,0.48304604529584877,0
31,171409,417,237256,60,Self-employed,39867,6,2,No,Auto,0.23258405334609034,0
50,101537,676,526128,60,Self-employed,893,5,2,No,Auto,0.0087948235618543,0
51,198686,839,940023,36,Salaried,34158,9,2,Yes,Auto,0.1719195111885085,0
44,111155,383,715938,60,Salaried,19773,9,0,No,Home,0.17788673473977779,0
29,20281,753,705348,24,Self-employed,4239,3,3,No,Personal,0.20901336226024358,0
23,178492,813,723984,24,Self-employed,20863,8,2,Yes,Personal,0.11688479035474979,0
51,190102,686,875626,36,Salaried,3432,0,3,Yes,Personal,0.01805346603402384,0
57,152130,649,422047,36,Salaried,35139,1,2,Yes,Home,0.23098008282390062,0
56,96260,595,443605,60,Salaried,1515,3,4,No,Home,0.01573862455848743,0
44,179476,557,411447,12,Salaried,31670,2,4,No,Education,0.17645813367804053,0
51,180928,380,292188,36,Salaried,48674,0,4,Yes,Auto,0.26902414220021226,0
26,160272,567,426047,36,Self-employed,39094,4,1,No,Auto,0.24392283118698213,0
22,84178,718,903823,60,Salaried,14605,6,2,No,Personal,0.17350138991185346,0
40,53997,534,287501,60,Self-employed,5586,1,1,No,Home,0.10345019167731541,0
48,176683,610,981298,36,Self-employed,35685,4,3,Yes,Home,0.2019718931645942,0
31,139273,656,370146,12,Salaried,48669,5,1,No,Personal,0.34945036008415126,0
24,192307,512,347675,36,Salaried,31186,6,3,No,Personal,0.1621677838040217,0
35,186129,348,758175,60,Self-employed,26928,0,3,No,Education,0.14467385522943765,0
26,152311,426,579274,60,Salaried,32728,6,3,No,Auto,0.2148761415787435,0
50,146945,522,868730,36,Self-employed,17551,3,1,No,Auto,0.11943924597638572,0
58,65272,578,313625,12,Salaried,21493,7,2,No,Auto,0.3292836131878907,0
22,109393,707,892840,36,Salaried,20711,3,1,No,Education,0.18932655654383734,0
35,81212,804,250339,36,Salaried,20039,5,2,Yes,Personal,0.24674924887947594,0
31,166470,593,696238,60,Self-employed,36561,8,2,Yes,Personal,0.21962515768606955,0
28,140030,576,984339,12,Salaried,9947,4,3,No,Auto,0.07103477826180105,0
46,76503,737,175355,24,Self-employed,32335,3,1,Yes,Auto,0.4226631635360705,0
25,157710,406,77798,12,Salaried,15859,7,2,No,Education,0.10055798617716061,0
26,26570,719,665937,36,Self-employed,23122,8,4,No,Home,0.8702295822356041,0
46,88785,728,377031,36,Salaried,1577,3,2,No,Home,0.017762009348425974,0
24,29110,674,69477,36,Self-employed,42256,2,4,Yes,Auto,1.4515973892133287,0
39,99141,372,460482,12,Self-employed,28350,7,1,No,Education,0.2859563651768693,0
40,32115,329,267400,60,Self-employed,41932,4,1,No,Auto,1.3056827027868598,0
53,59062,487,267060,36,Self-employed,33798,1,1,Yes,Home,0.5722461142528191,0
40,42911,663,439959,36,Self-employed,31898,9,2,Yes,Auto,0.7433525203327818,0
32,124061,750,561181,12,Self-employed,15881,8,0,No,Home,0.1280096081766228,1
21,52556,494,557831,24,Salaried,10785,2,2,Yes,Home,0.20520968110206256,0
46,148335,455,963858,24,Self-employed,6691,1,2,Yes,Home,0.045107358344288265,0
34,21969,471,455105,60,Self-employed,17297,0,3,No,Personal,0.7873367017160544,0
58,63753,340,336479,60,Self-employed,6358,7,3,No,Personal,0.09972864022085236,0
57,155542,362,978758,36,Salaried,19581,2,2,No,Auto,0.12588882745496394,0
31,141863,322,398754,12,Salaried,1462,6,4,Yes,Home,0.010305717487998986,0
56,30225,659,323586,36,Salaried,15511,0,3,Yes,Personal,0.5131844499586435,0
33,143008,374,882721,60,Self-employed,10570,0,2,Yes,Auto,0.07391194898187514,0
23,174268,417,890179,12,Salaried,48665,8,0,No,Auto,0.2792537930084697,0
53,125823,679,873759,12,Salaried,44414,7,4,Yes,Auto,0.3529879274854359,0
26,33669,589,983703,60,Self-employed,15474,2,1,Yes,Auto,0.45959190947162076,0
30,188452,739,384971,24,Self-employed,7037,5,2,No,Auto,0.037341073589030625,0
25,144398,306,680752,24,Salaried,28129,2,2,No,Education,0.19480186706187066,0
43,130677,495,181184,12,Self-employed,42267,3,4,No,Home,0.3234463601092771,0
30,68320,720,137051,36,Self-employed,13386,0,3,Yes,Auto,0.19593091334894613,0
22,198486,492,200653,24,Self-employed,6221,4,3,No,Education,0.03134226091512751,0
33,166649,447,295300,36,Self-employed,23474,0,3,Yes,Home,0.14085893104669095,0
22,145354,501,634010,24,Salaried,40537,0,1,Yes,Personal,0.27888465401708934,0
40,108009,743,142036,24,Self-employed,49839,9,4,No,Auto,0.4614337694081049,0
21,48625,718,802922,36,Salaried,47124,6,4,No,Education,0.9691311053984576,0
57,44089,726,197595,60,Salaried,21045,5,3,No,Personal,0.47732994624509517,0
29,56487,778,903392,24,Salaried,25783,1,3,No,Education,0.45644130507904473,0
37,130448,774,822997,24,Salaried,40157,1,0,No,Home,0.3078391389672513,1
29,70138,425,331696,36,Self-employed,4922,6,0,Yes,Home,0.07017593886338362,0
31,193895,694,566612,60,Self-employed,46407,0,2,Yes,Personal,0.23934088037339799,0
35,188280,624,191880,24,Self-employed,22706,1,2,Yes,Education,0.12059698321648608,0
44,74061,691,285419,24,Salaried,42771,7,4,No,Auto,0.5775104305909993,0
58,181731,739,204692,60,Salaried,32479,5,4,Yes,Auto,0.1787201963341422,0
55,121376,503,313031,24,Salaried,5178,1,1,No,Personal,0.04266082256788822,0
50,182962,785,343946,60,Self-employed,30022,6,1,No,Personal,0.16408871787584306,0
51,99134,330,659312,60,Salaried,15240,3,0,Yes,Personal,0.15373131317207012,0
25,67055,687,538765,36,Self-employed,26220,1,2,Yes,Education,0.39102229513086273,0
34,39508,733,820097,12,Self-employed,36736,5,0,No,Auto,0.9298369950389794,0
31,193359,675,692927,60,Self-employed,2716,8,0,Yes,Auto,0.014046411079908358,1
29,178056,643,954680,36,Self-employed,16574,8,2,No,Auto,0.09308307498764434,0
54,130169,742,656226,12,Salaried,46279,7,1,Yes,Personal,0.35553011853820804,0
32,28125,374,267813,24,Self-employed,17719,2,2,Yes,Auto,0.6300088888888888,0
55,56059,454,826388,12,Salaried,8181,2,3,Yes,Home,0.1459355322071389,0
55,123409,729,434890,60,Self-employed,45763,1,3,Yes,Personal,0.37082384591075207,0
21,168159,662,862481,60,Salaried,44066,4,3,Yes,Auto,0.26204960781165443,0
42,25704,747,389933,60,Salaried,49530,3,4,No,Education,1.926937441643324,0
49,131279,533,658814,60,Self-employed,20213,6,1,Yes,Personal,0.15396978953221765,0
28,178280,561,451062,60,Self-employed,6380,3,1,Yes,Home,0.035786403410365715,0
31,138516,424,533779,36,Self-employed,615,8,4,Yes,Home,0.0044399202980161135,0
57,190954,544,547952,60,Salaried,463,1,0,No,Education,0.0024246677210218166,0
34,176995,841,620508,36,Self-employed,31973,5,3,No,Education,0.18064352100341818,0
50,134044,784,882595,24,Self-employed,9158,6,3,No,Personal,0.06832084987019188,0
55,49165,421,446981,60,Salaried,20651,3,0,No,Personal,0.42003457744330314,0
41,87203,424,429270,60,Self-employed,3158,5,2,No,Home,0.03621435042372395,0
57,24114,848,917918,12,Salaried,20008,6,2,Yes,Education,0.8297254706809323,0
25,56321,469,125277,24,Self-employed,46202,3,1,Yes,Personal,0.8203334457839883,0
39,93297,423,569570,60,Salaried,4938,7,4,Yes,Home,0.05292774687288981,0
34,116652,334,533455,60,Salaried,38185,8,1,No,Education,0.3273411514590406,0
46,119304,386,940677,24,Self-employed,22388,0,2,No,Home,0.18765506604975524,0
24,176498,500,172332,36,Salaried,8881,6,0,Yes,Auto,0.05031785062720257,0
45,37772,668,284231,60,Self-employed,5603,8,1,No,Education,0.14833739277771896,0
45,123754,376,597219,12,Self-employed,34980,9,3,No,Personal,0.2826575302616481,0
38,23712,358,139116,60,Salaried,22504,4,3,No,Personal,0.949055330634278,0
28,152439,730,301671,12,Self-employed,16766,1,0,Yes,Auto,0.10998497759759641,1
59,135142,799,892065,12,Salaried,28386,9,2,Yes,Education,0.2100457296769324,0
34,111736,408,523918,60,Salaried,11695,5,3,No,Home,0.1046663564115415,0
52,71924,577,626201,60,Salaried,17796,6,3,No,Personal,0.24742784049830377,0
58,23726,367,824504,12,Salaried,42543,1,4,No,Auto,1.7930961814043664,0
53,109152,368,669064,24,Salaried,14559,1,1,No,Auto,0.13338280562884786,0
43,47723,464,75991,24,Salaried,38914,9,2,Yes,Education,0.8154139513442156,0
35,146969,788,564265,60,Salaried,33139,9,1,No,Education,0.225482924970572,0
53,120494,604,760205,36,Salaried,38333,0,2,Yes,Personal,0.31813202317127826,0
45,160180,664,678380,24,Self-employed,8802,3,3,Yes,Auto,0.054950680484454985,0
37,55643,678,279577,60,Self-employed,8307,6,4,Yes,Home,0.14929101594090902,0
53,182396,642,760672,24,Salaried,40205,8,1,No,Auto,0.22042698304787386,0
22,123896,653,453777,36,Self-employed,33214,2,3,Yes,Home,0.26807967973138763,0
34,159999,715,984405,60,Self-employed,34159,6,2,Yes,Home,0.21349508434427716,0
59,113680,408,811401,36,Self-employed,11516,6,1,No,Personal,0.10130190007037297,0
26,116546,796,145556,60,Self-employed,29086,6,1,No,Auto,0.24956669469565665,0
26,173515,640,899307,36,Self-employed,48222,1,3,No,Home,0.27791257240008066,0
23,99973,682,206989,24,Self-employed,30480,5,1,Yes,Education,0.304882318225921,0
27,83449,832,374264,24,Salaried,44659,1,4,No,Home,0.5351651907152872,0
28,129834,599,445204,36,Self-employed,47766,5,4,Yes,Education,0.36790054993299137,0
35,45537,438,556961,36,Self-employed,38737,9,3,Yes,Education,0.8506708830182049,0
49,97576,658,946473,36,Self-employed,9265,2,2,No,Auto,0.0949516274493728,0
53,127522,798,702755,60,Self-employed,48629,1,3,Yes,Education,0.3813381220495287,0
50,42612,684,570616,24,Salaried,5454,5,4,Yes,Home,0.12799211489721204,0
59,26471,579,457472,60,Salaried,35918,1,0,Yes,Education,1.3568811151826528,0
47,186703,782,430634,24,Salaried,26181,4,0,Yes,Auto,0.14022806275207148,1
56,51348,410,793088,12,Salaried,15386,1,1,No,Personal,0.2996416608241801,0
49,21177,438,700443,60,Self-employed,39182,2,1,Yes,Home,1.8502148557397176,0
58,155832,734,340374,24,Salaried,37425,2,0,No,Home,0.24016248267364854,1
53,52779,808,548682,24,Salaried,43254,5,4,Yes,Auto,0.8195304950832718,0
57,41636,572,109778,60,Salaried,24327,5,1,Yes,Auto,0.584278028629071,0
47,101889,398,95833,60,Salaried,21181,9,3,No,Auto,0.20788308845900932,0
53,73551,403,859057,24,Self-employed,47662,2,3,Yes,Auto,0.6480129433998179,0
24,162628,513,606376,60,Salaried,21452,2,4,Yes,Home,0.1319084044567971,0
42,178670,464,785010,36,Self-employed,38248,0,1,Yes,Personal,0.21407063301057816,0
22,162635,819,416081,60,Salaried,40801,6,3,Yes,Education,0.2508746579764503,0
30,66819,583,514507,60,Self-employed,33751,7,1,Yes,Education,0.5051108217722504,0
25,93770,816,246375,60,Self-employed,21991,1,1,Yes,Personal,0.23452063559773914,0
30,178038,463,126361,24,Salaried,41311,3,3,No,Personal,0.2320347341578764,0
53,178059,363,400373,36,Salaried,9916,9,0,No,Personal,0.05568940632037695,0
58,98714,390,185189,12,Salaried,10143,6,3,No,Auto,0.10275138278258403,0
33,44596,416,664553,12,Salaried,25855,7,4,Yes,Home,0.5797605166382636,0
51,184246,566,572154,36,Self-employed,15581,0,2,Yes,Home,0.08456628637799464,0
56,84106,439,672006,36,Self-employed,1907,3,3,Yes,Home,0.02267376881554229,0
44,79182,545,372854,36,Salaried,29424,5,1,No,Auto,0.371599605971054,0
35,107163,694,669164,24,Salaried,23308,2,1,Yes,Home,0.21750044325000234,0
49,59310,786,80949,12,Self-employed,41984,4,3,No,Auto,0.7078738829876918,0
28,76088,775,990051,36,Salaried,41505,9,2,Yes,Home,0.545486804752392,0
25,148803,816,787242,24,Self-employed,46525,8,3,Yes,Personal,0.3126617070892388,0
49,159978,483,904568,12,Salaried,36942,2,2,Yes,Education,0.2309192513970671,0
24,56914,319,161541,60,Self-employed,26957,4,2,No,Education,0.47364444600625505,0
32,130350,823,769979,24,Self-employed,25464,7,4,Yes,Auto,0.19535097813578825,0
22,65379,828,111842,12,Self-employed,48476,5,1,No,Home,0.7414613255020726,0
47,188722,446,538019,24,Self-employed,23649,3,1,Yes,Education,0.1253113044584097,0
51,197953,603,282930,12,Self-employed,42065,7,2,Yes,Personal,0.21249993685369759,0
56,66413,527,339134,12,Salaried,27125,2,1,No,Personal,0.40842907262132416,0
56,157084,401,721553,60,Self-employed,34758,2,0,Yes,Personal,0.22127014845560336,0
46,27151,716,342253,24,Salaried,5596,3,2,Yes,Auto,0.2061065890759088,0
47,77716,515,180356,36,Self-employed,16374,8,1,Yes,Auto,0.210690205363117,0
25,113747,706,986737,60,Self-employed,3775,4,0,Yes,Home,0.033187688466509005,1
40,187450,698,818917,60,Salaried,27388,7,4,No,Personal,0.1461082955454788,0
31,193724,798,787090,12,Salaried,21029,5,1,No,Home,0.10855134108319052,0
30,164539,764,964565,36,Salaried,18445,2,0,Yes,Home,0.1121010824181501,1
58,182082,381,739870,24,Salaried,48474,7,3,Yes,Personal,0.26622071374435696,0
26,141999,664,837738,36,Self-employed,14645,8,3,No,Home,0.10313452911640222,0
28,134793,462,53849,36,Salaried,31105,7,0,Yes,Education,0.23076124131075057,0
43,128177,347,62360,36,Self-employed,13668,3,2,No,Auto,0.10663379545472276,0
46,32289,810,423216,36,Salaried,15960,5,2,Yes,Home,0.49428597974542415,0
32,196048,628,827567,36,Salaried,11357,0,1,No,Personal,0.05792969068799478,0
46,194668,415,669055,12,Self-employed,37203,3,3,No,Auto,0.19110999239731236,0
33,174243,636,311445,12,Self-employed,15804,7,2,No,Auto,0.09070091768392417,0
38,106365,446,751160,60,Salaried,14626,0,2,No,Home,0.13750763879095568,0
45,134014,622,571658,12,Self-employed,28132,2,3,Yes,Education,0.2099183667378035,0
53,195211,742,480179,60,Self-employed,7951,0,4,Yes,Home,0.04073028671540026,0
32,199785,312,104330,60,Self-employed,6449,8,2,No,Education,0.0322797006782291,0
56,180806,793,101707,24,Self-employed,19065,1,0,No,Auto,0.1054445095848589,1
24,92588,586,330833,36,Self-employed,35967,8,1,No,Home,0.3884628677582408,0
25,83646,413,603372,12,Self-employed,39536,3,2,No,Personal,0.47265858498912083,0
57,23654,779,90387,24,Self-employed,9130,1,2,Yes,Home,0.38598122939037793,0
28,38743,321,911248,12,Self-employed,23824,3,4,No,Education,0.6149239862684872,0
48,68368,648,576930,60,Salaried,41401,9,0,No,Education,0.6055610812075825,0
51,157513,619,878569,12,Self-employed,36993,5,1,No,Home,0.2348568054700247,0
29,139735,425,523048,36,Salaried,31875,6,2,No,Education,0.2281103517372169,0
49,175683,576,236633,60,Self-employed,49748,2,1,No,Auto,0.2831691171029639,0
34,139891,503,898692,60,Self-employed,6054,2,3,No,Home,0.043276551029015446,0
42,127971,493,720798,24,Self-employed,34273,9,2,No,Education,0.2678184901266693,0
31,32149,846,884874,36,Self-employed,41821,7,2,Yes,Home,1.300849171047311,0
43,120102,585,939493,60,Salaried,48517,4,3,No,Home,0.4039649631146858,0
21,79189,356,446210,36,Salaried,10832,3,4,No,Personal,0.1367866749169708,0
57,172747,602,828799,12,Self-employed,29670,6,2,No,Home,0.1717540680880131,0
41,91031,462,437988,36,Salaried,49112,6,1,Yes,Personal,0.5395085190759192,0
46,62668,318,411719,60,Self-employed,22852,8,0,Yes,Education,0.36465181591881024,0
56,164745,669,838245,24,Self-employed,23620,8,1,Yes,Personal,0.14337309174785273,0
43,108204,563,929459,60,Salaried,28307,4,4,No,Personal,0.2616077039665816,0
21,174741,412,959921,36,Salaried,47551,7,0,No,Personal,0.2721227416576533,0
35,185140,787,134381,36,Self-employed,1551,9,1,No,Auto,0.008377444096359512,0
41,160507,626,824168,60,Self-employed,47922,0,1,Yes,Personal,0.29856641766402714,0
29,57384,841,891708,36,Salaried,27812,8,3,No,Home,0.48466471490310886,0
29,101929,364,877675,12,Self-employed,13799,7,4,Yes,Personal,0.13537854781269315,0
30,147959,591,243984,60,Salaried,26312,5,3,Yes,Home,0.1778330483444738,0
